avg,w,y,m
0.2511436939239502,40,2012,8
0.252286434173584,41,2012,9
0.2552412450313568,42,2012,9
0.2573683261871338,43,2012,9
0.2582583427429199,44,2012,9
0.26039519906044006,45,2012,10
0.2659214735031128,46,2012,10
0.26676857471466064,47,2012,10
0.26522886753082275,48,2012,10
0.26613476872444153,49,2012,10
0.2707383930683136,50,2012,11
0.2734690308570862,51,2012,11
0.2743817865848541,52,2012,11
0.2751202881336212,1,2013,0
0.2755851745605469,2,2013,0
0.27426549792289734,3,2013,0
0.2738392651081085,4,2013,0
0.2750428318977356,5,2013,1
0.2766207754611969,6,2013,1
0.2795182168483734,7,2013,1
0.2816266715526581,8,2013,1
0.28556689620018005,9,2013,2
0.29015278816223145,10,2013,2
0.29573702812194824,11,2013,2
0.3038384020328522,12,2013,2
0.3142359256744385,13,2013,2
0.3259579539299011,14,2013,3
0.33886706829071045,15,2013,3
0.3461836278438568,16,2013,3
0.3526495397090912,17,2013,3
0.35576844215393066,18,2013,4
0.3538944125175476,19,2013,4
0.3529072403907776,20,2013,4
0.3529297113418579,21,2013,4
0.35242435336112976,22,2013,4
0.3492232859134674,23,2013,5
0.3450356423854828,24,2013,5
0.34088993072509766,25,2013,5
0.3328476846218109,26,2013,5
0.32568344473838806,27,2013,6
0.3199618458747864,28,2013,6
0.31430837512016296,29,2013,6
0.3106403946876526,30,2013,6
0.30712762475013733,31,2013,6
0.30272242426872253,32,2013,7
0.2982611358165741,33,2013,7
0.2945908308029175,34,2013,7
0.28929269313812256,35,2013,7
0.28394392132759094,36,2013,8
0.2817002534866333,37,2013,8
0.2787061929702759,38,2013,8
0.2736387848854065,39,2013,8
0.2698938846588135,40,2013,8
0.26698827743530273,41,2013,9
0.26724061369895935,42,2013,9
0.2667604088783264,43,2013,9
0.2665950059890747,44,2013,9
0.2668435275554657,45,2013,10
0.26747560501098633,46,2013,10
0.2670266926288605,47,2013,10
0.26500704884529114,48,2013,10
0.2607887089252472,49,2013,10
0.25425559282302856,50,2013,11
0.24531884491443634,51,2013,11
0.23678137362003326,52,2013,11
0.22973883152008057,1,2014,0
0.2264273464679718,2,2014,0
0.22736035287380219,3,2014,0
0.2315182238817215,4,2014,0
0.2377554178237915,5,2014,1
0.24646419286727905,6,2014,1
0.2559971809387207,7,2014,1
0.26801037788391113,8,2014,1
0.28161826729774475,9,2014,2
0.2940477430820465,10,2014,2
0.3039339780807495,11,2014,2
0.3132621943950653,12,2014,2
0.3205708861351013,13,2014,2
0.3278292119503021,14,2014,3
0.3353284001350403,15,2014,3
0.3425425887107849,16,2014,3
0.3467552661895752,17,2014,3
0.34781137108802795,18,2014,4
0.3446011245250702,19,2014,4
0.33827751874923706,20,2014,4
0.33030542731285095,21,2014,4
0.28515172004699707,38,2010,8
0.2828710973262787,39,2010,8
0.2816300392150879,40,2010,8
0.2805313169956207,41,2010,9
0.2775844633579254,42,2010,9
0.2743009924888611,43,2010,9
0.26971158385276794,44,2010,9
0.26415684819221497,45,2010,10
0.2596161663532257,46,2010,10
0.25539007782936096,47,2010,10
0.25858208537101746,48,2010,10
0.26167377829551697,49,2010,10
0.2639589011669159,50,2010,11
0.26698511838912964,51,2010,11
0.27140769362449646,52,2010,11
0.26142406463623047,1,2011,0
0.26764824986457825,2,2011,0
0.2725275456905365,3,2011,0
0.2781633734703064,4,2011,0
0.2816773056983948,5,2011,1
0.28331276774406433,6,2011,1
0.28404000401496887,7,2011,1
0.28760066628456116,8,2011,1
0.29449591040611267,9,2011,2
0.3020699620246887,10,2011,2
0.31044870615005493,11,2011,2
0.3213295340538025,12,2011,2
0.3312678039073944,13,2011,2
0.33782726526260376,14,2011,3
0.3431621789932251,15,2011,3
0.3444244861602783,16,2011,3
0.34649658203125,17,2011,3
0.3498317003250122,18,2011,4
0.3503994345664978,19,2011,4
0.34786728024482727,20,2011,4
0.3440152406692505,21,2011,4
0.33779823780059814,22,2011,4
0.33105069398880005,23,2011,5
0.3247140645980835,24,2011,5
0.3207552433013916,25,2011,5
0.3165135383605957,26,2011,5
0.30982705950737,27,2011,6
0.30341553688049316,28,2011,6
0.2967780530452728,29,2011,6
0.29196786880493164,30,2011,6
0.2893352806568146,31,2011,6
0.2856239080429077,32,2011,7
0.2823551595211029,33,2011,7
0.2803501784801483,34,2011,7
0.27791088819503784,35,2011,7
0.27453064918518066,36,2011,8
0.2709338963031769,37,2011,8
0.2683289051055908,38,2011,8
0.26429107785224915,39,2011,8
0.2591261863708496,40,2011,8
0.2542940080165863,41,2011,9
0.24844704568386078,42,2011,9
0.2408110499382019,43,2011,9
0.23619790375232697,44,2011,9
0.23703515529632568,45,2011,10
0.2395058274269104,46,2011,10
0.24450649321079254,47,2011,10
0.24867714941501617,48,2011,10
0.25367313623428345,49,2011,10
0.2598738968372345,50,2011,11
0.2657402753829956,51,2011,11
0.27094194293022156,52,2011,11
0.27612578868865967,1,2012,0
0.2804565727710724,2,2012,0
0.2825532555580139,3,2012,0
0.2837466895580292,4,2012,0
0.28654944896698,5,2012,1
0.2907066345214844,6,2012,1
0.290898859500885,7,2012,1
0.29246455430984497,8,2012,1
0.29473409056663513,9,2012,2
0.29432788491249084,10,2012,2
0.2940412759780884,11,2012,2
0.29432448744773865,12,2012,2
0.29589590430259705,13,2012,2
0.29635411500930786,14,2012,3
0.29530391097068787,15,2012,3
0.2948993742465973,16,2012,3
0.29884129762649536,17,2012,3
0.30406302213668823,18,2012,4
0.3113801181316376,19,2012,4
0.3187163472175598,20,2012,4
0.32326459884643555,21,2012,4
0.32261142134666443,22,2012,4
0.3189922571182251,23,2012,5
0.31493186950683594,24,2012,5
0.3101179599761963,25,2012,5
0.30562061071395874,26,2012,5
0.3010493516921997,27,2012,6
0.29596641659736633,28,2012,6
0.29114237427711487,29,2012,6
0.24495919048786163,46,2008,10
0.24265703558921814,47,2008,10
0.24036674201488495,48,2008,10
0.2405705749988556,49,2008,10
0.24127139151096344,50,2008,11
0.24324823915958405,51,2008,11
0.2488144487142563,52,2008,11
0.251139372587204,1,2009,0
0.24967436492443085,2,2009,0
0.24877601861953735,3,2009,0
0.2531181275844574,4,2009,0
0.2627728581428528,5,2009,1
0.27359914779663086,6,2009,1
0.2836739420890808,7,2009,1
0.2939801812171936,8,2009,1
0.30452704429626465,9,2009,2
0.31234487891197205,10,2009,2
0.3193652927875519,11,2009,2
0.32540562748908997,12,2009,2
0.33073338866233826,13,2009,2
0.33542129397392273,14,2009,3
0.3375890254974365,15,2009,3
0.33953940868377686,16,2009,3
0.34103062748908997,17,2009,3
0.342863529920578,18,2009,4
0.33934086561203003,19,2009,4
0.3341931700706482,20,2009,4
0.328590452671051,21,2009,4
0.3247162401676178,22,2009,4
0.3195190727710724,23,2009,5
0.3133474886417389,24,2009,5
0.30551186203956604,25,2009,5
0.3010813593864441,26,2009,5
0.2986461818218231,27,2009,6
0.2959894835948944,28,2009,6
0.2918562889099121,29,2009,6
0.287881076335907,30,2009,6
0.28524884581565857,31,2009,6
0.2807345986366272,32,2009,7
0.2759237289428711,33,2009,7
0.2727999985218048,34,2009,7
0.2699398994445801,35,2009,7
0.26563340425491333,36,2009,8
0.26058709621429443,37,2009,8
0.2562927007675171,38,2009,8
0.25480201840400696,39,2009,8
0.2565450668334961,40,2009,8
0.2556680738925934,41,2009,9
0.2530553340911865,42,2009,9
0.2514089047908783,43,2009,9
0.24776028096675873,44,2009,9
0.2424868941307068,45,2009,10
0.23685698211193085,46,2009,10
0.23435179889202118,47,2009,10
0.23476137220859528,48,2009,10
0.23338277637958527,49,2009,10
0.23055575788021088,50,2009,11
0.22617481648921967,51,2009,11
0.2222389429807663,52,2009,11
0.2219882756471634,1,2010,0
0.22567827999591827,2,2010,0
0.2345518320798874,3,2010,0
0.24539409577846527,4,2010,0
0.249561607837677,5,2010,1
0.2514447569847107,6,2010,1
0.25590163469314575,7,2010,1
0.26148951053619385,8,2010,1
0.26656821370124817,9,2010,2
0.27621927857398987,10,2010,2
0.29054638743400574,11,2010,2
0.29942646622657776,12,2010,2
0.30865901708602905,13,2010,2
0.3188802897930145,14,2010,3
0.3280271589756012,15,2010,3
0.33591657876968384,16,2010,3
0.339606374502182,17,2010,3
0.3431694209575653,18,2010,4
0.34938836097717285,19,2010,4
0.3524062931537628,20,2010,4
0.3519582450389862,21,2010,4
0.3470168709754944,22,2010,4
0.3430384695529938,23,2010,5
0.338121622800827,24,2010,5
0.32960620522499084,25,2010,5
0.32614579796791077,26,2010,5
0.32381778955459595,27,2010,6
0.31897255778312683,28,2010,6
0.3144732713699341,29,2010,6
0.3089957535266876,30,2010,6
0.3048841059207916,31,2010,6
0.3017788529396057,32,2010,7
0.2984657883644104,33,2010,7
0.29505789279937744,34,2010,7
0.292959064245224,35,2010,7
0.29121169447898865,36,2010,8
0.2881348431110382,37,2010,8
0.28335148096084595,2,2007,0
0.28327322006225586,3,2007,0
0.28389808535575867,4,2007,0
0.2855837941169739,5,2007,1
0.2876600921154022,6,2007,1
0.29392966628074646,7,2007,1
0.3040861189365387,8,2007,1
0.3130742013454437,9,2007,2
0.31769970059394836,10,2007,2
0.3170497417449951,11,2007,2
0.31627312302589417,12,2007,2
0.3137705326080322,13,2007,2
0.3101866841316223,14,2007,3
0.31338977813720703,15,2007,3
0.32490023970603943,16,2007,3
0.33332470059394836,17,2007,3
0.3384278118610382,18,2007,4
0.339375376701355,19,2007,4
0.33809787034988403,20,2007,4
0.33527514338493347,21,2007,4
0.3302370309829712,22,2007,4
0.3252953290939331,23,2007,5
0.32194334268569946,24,2007,5
0.31999412178993225,25,2007,5
0.3169120252132416,26,2007,5
0.31037864089012146,27,2007,6
0.30708855390548706,28,2007,6
0.3052602708339691,29,2007,6
0.299071341753006,30,2007,6
0.29312095046043396,31,2007,6
0.2892371416091919,32,2007,7
0.28383806347846985,33,2007,7
0.2797565758228302,34,2007,7
0.27680423855781555,35,2007,7
0.2728908061981201,36,2007,8
0.27085307240486145,37,2007,8
0.26940247416496277,38,2007,8
0.2701027989387512,39,2007,8
0.2711459994316101,40,2007,8
0.27411124110221863,41,2007,9
0.2785058319568634,42,2007,9
0.2800854742527008,43,2007,9
0.27801206707954407,44,2007,9
0.2754139304161072,45,2007,10
0.2713967561721802,46,2007,10
0.2654849886894226,47,2007,10
0.2623372972011566,48,2007,10
0.2577640414237976,49,2007,10
0.25548413395881653,50,2007,11
0.25423508882522583,51,2007,11
0.2536957859992981,52,2007,11
0.25291961431503296,1,2008,0
0.2579538822174072,2,2008,0
0.26500970125198364,3,2008,0
0.27243971824645996,4,2008,0
0.2772122621536255,5,2008,1
0.2831897735595703,6,2008,1
0.29095789790153503,7,2008,1
0.29749545454978943,8,2008,1
0.3040386140346527,9,2008,2
0.3129138648509979,10,2008,2
0.3204854726791382,11,2008,2
0.3246138393878937,12,2008,2
0.3245500922203064,13,2008,2
0.32536253333091736,14,2008,3
0.3257833421230316,15,2008,3
0.3247474133968353,16,2008,3
0.320942223072052,17,2008,3
0.31444787979125977,18,2008,4
0.3082848787307739,19,2008,4
0.30230921506881714,20,2008,4
0.3004211485385895,21,2008,4
0.30307817459106445,22,2008,4
0.31098657846450806,23,2008,5
0.3183367848396301,24,2008,5
0.32100751996040344,25,2008,5
0.32082101702690125,26,2008,5
0.32036128640174866,27,2008,6
0.3162471055984497,28,2008,6
0.31252753734588623,29,2008,6
0.3104470670223236,30,2008,6
0.30655577778816223,31,2008,6
0.30038946866989136,32,2008,7
0.2947264611721039,33,2008,7
0.2893173396587372,34,2008,7
0.28246670961380005,35,2008,7
0.2775518000125885,36,2008,8
0.27284666895866394,37,2008,8
0.26790812611579895,38,2008,8
0.2641127407550812,39,2008,8
0.2580837905406952,40,2008,8
0.25298428535461426,41,2008,9
0.24844643473625183,42,2008,9
0.24580100178718567,43,2008,9
0.24692867696285248,44,2008,9
0.24631430208683014,45,2008,10
0.25896987318992615,11,2005,2
0.26135924458503723,12,2005,2
0.2681923806667328,13,2005,2
0.27989885210990906,14,2005,3
0.2930757701396942,15,2005,3
0.30544617772102356,16,2005,3
0.3146064281463623,17,2005,3
0.3185654282569885,18,2005,4
0.3206579387187958,19,2005,4
0.31881919503211975,20,2005,4
0.3143211901187897,21,2005,4
0.30770236253738403,22,2005,4
0.30116185545921326,23,2005,5
0.30714648962020874,23,2005,5
0.29715561866760254,24,2005,5
0.293113648891449,25,2005,5
0.2901621460914612,26,2005,5
0.28933265805244446,27,2005,6
0.2859611213207245,28,2005,6
0.281457781791687,29,2005,6
0.2785120904445648,30,2005,6
0.2750217616558075,31,2005,6
0.2711828052997589,32,2005,7
0.26762938499450684,33,2005,7
0.2630813419818878,34,2005,7
0.25986117124557495,35,2005,7
0.25919440388679504,36,2005,8
0.25747522711753845,37,2005,8
0.2563264071941376,38,2005,8
0.2528822720050812,39,2005,8
0.24891483783721924,40,2005,8
0.2446965128183365,41,2005,9
0.23953747749328613,42,2005,9
0.23978880047798157,43,2005,9
0.24333985149860382,44,2005,9
0.2454943060874939,45,2005,10
0.24730102717876434,46,2005,10
0.25023266673088074,47,2005,10
0.25350406765937805,48,2005,10
0.2598993480205536,49,2005,10
0.26224011182785034,50,2005,11
0.2649630010128021,51,2005,11
0.26589396595954895,52,2005,11
0.2647043466567993,1,2006,0
0.265593558549881,2,2006,0
0.26731860637664795,3,2006,0
0.2715589106082916,4,2006,0
0.2735288143157959,5,2006,1
0.27281686663627625,6,2006,1
0.2743351459503174,7,2006,1
0.277724951505661,8,2006,1
0.28139904141426086,9,2006,2
0.2873360514640808,10,2006,2
0.29811573028564453,11,2006,2
0.3089997470378876,12,2006,2
0.3192552626132965,13,2006,2
0.32744869589805603,14,2006,3
0.33721262216567993,15,2006,3
0.3445102870464325,16,2006,3
0.34779059886932373,17,2006,3
0.34648028016090393,18,2006,4
0.3451969623565674,19,2006,4
0.34307247400283813,20,2006,4
0.33700793981552124,21,2006,4
0.32664793729782104,22,2006,4
0.3157753646373749,23,2006,5
0.30520519614219666,24,2006,5
0.2953496277332306,25,2006,5
0.286347895860672,26,2006,5
0.28186896443367004,27,2006,6
0.2804478704929352,28,2006,6
0.277920126914978,29,2006,6
0.27439141273498535,30,2006,6
0.27262264490127563,31,2006,6
0.27262255549430847,32,2006,7
0.2710646092891693,33,2006,7
0.2673571705818176,34,2006,7
0.26236382126808167,35,2006,7
0.2589527666568756,36,2006,8
0.2576335072517395,37,2006,8
0.2558801770210266,38,2006,8
0.2549119293689728,39,2006,8
0.25200924277305603,40,2006,8
0.250470906496048,41,2006,9
0.2496403157711029,42,2006,9
0.25117605924606323,43,2006,9
0.2565722167491913,44,2006,9
0.2622545063495636,45,2006,10
0.2669476866722107,46,2006,10
0.2718452513217926,47,2006,10
0.27373450994491577,48,2006,10
0.2758653461933136,49,2006,10
0.2804687023162842,50,2006,11
0.2846139371395111,51,2006,11
0.288909912109375,52,2006,11
0.2861155867576599,1,2007,0
0.24683012068271637,1,2003,0
0.25907427072525024,2,2003,0
0.2708507776260376,3,2003,0
0.27773892879486084,4,2003,0
0.2817765772342682,5,2003,1
0.2838442921638489,6,2003,1
0.28679484128952026,7,2003,1
0.29327651858329773,8,2003,1
0.2986554205417633,9,2003,2
0.30707108974456787,10,2003,2
0.3143552541732788,11,2003,2
0.31955617666244507,12,2003,2
0.3239067792892456,13,2003,2
0.3266761302947998,14,2003,3
0.33068475127220154,15,2003,3
0.3379529118537903,16,2003,3
0.34287208318710327,17,2003,3
0.3487134277820587,18,2003,4
0.35089564323425293,19,2003,4
0.3501785695552826,20,2003,4
0.34547150135040283,21,2003,4
0.33621618151664734,22,2003,4
0.3297402262687683,23,2003,5
0.32244402170181274,24,2003,5
0.3143242299556732,25,2003,5
0.3072742223739624,26,2003,5
0.30234232544898987,27,2003,6
0.29539576172828674,28,2003,6
0.28798142075538635,29,2003,6
0.2826666831970215,30,2003,6
0.2784925699234009,31,2003,6
0.2707942724227905,32,2003,7
0.26314660906791687,33,2003,7
0.25981804728507996,34,2003,7
0.25712013244628906,35,2003,7
0.2551622986793518,36,2003,8
0.2545570135116577,37,2003,8
0.2530779540538788,38,2003,8
0.2505597770214081,39,2003,8
0.2458644062280655,40,2003,8
0.24101275205612183,41,2003,9
0.23811115324497223,42,2003,9
0.24037747085094452,43,2003,9
0.24440550804138184,44,2003,9
0.24387504160404205,45,2003,10
0.2447601705789566,46,2003,10
0.24676603078842163,47,2003,10
0.24799761176109314,48,2003,10
0.2516232430934906,49,2003,10
0.25890788435935974,50,2003,11
0.2669180631637573,51,2003,11
0.2741718590259552,52,2003,11
0.27811089158058167,1,2004,0
0.2982352375984192,5,2004,1
0.3038936257362366,6,2004,1
0.30731427669525146,7,2004,1
0.30769017338752747,8,2004,1
0.305936336517334,9,2004,2
0.30515724420547485,10,2004,2
0.32419806718826294,25,2004,5
0.31955260038375854,26,2004,5
0.315900593996048,27,2004,6
0.3108313977718353,28,2004,6
0.2978704869747162,30,2004,6
0.29130372405052185,31,2004,6
0.28548550605773926,32,2004,7
0.27924415469169617,33,2004,7
0.27358272671699524,34,2004,7
0.2689911127090454,35,2004,7
0.26592373847961426,36,2004,8
0.26460322737693787,37,2004,8
0.2616806924343109,38,2004,8
0.2611831724643707,39,2004,8
0.25859829783439636,40,2004,8
0.2534802556037903,41,2004,9
0.24662478268146515,42,2004,9
0.2436477243900299,43,2004,9
0.24718524515628815,44,2004,9
0.2504214346408844,45,2004,10
0.24946948885917664,46,2004,10
0.246916264295578,47,2004,10
0.24427126348018646,48,2004,10
0.24425598978996277,49,2004,10
0.24616114795207977,50,2004,11
0.2499767541885376,51,2004,11
0.25649958848953247,52,2004,11
0.26190340518951416,1,2005,0
0.2645103931427002,2,2005,0
0.26530009508132935,3,2005,0
0.2641485333442688,4,2005,0
0.2619682252407074,5,2005,1
0.2600993812084198,6,2005,1
0.25832584500312805,7,2005,1
0.25783759355545044,8,2005,1
0.25709909200668335,9,2005,2
0.2564186453819275,10,2005,2
0.2961430549621582,9,2001,2
0.29841506481170654,10,2001,2
0.30418360233306885,11,2001,2
0.3126363754272461,12,2001,2
0.3228090703487396,13,2001,2
0.3304835557937622,14,2001,3
0.33383625745773315,15,2001,3
0.3327183127403259,16,2001,3
0.33231815695762634,17,2001,3
0.3302277624607086,18,2001,4
0.32808244228363037,19,2001,4
0.3268049359321594,20,2001,4
0.32655462622642517,21,2001,4
0.325275182723999,22,2001,4
0.32140791416168213,23,2001,5
0.31434956192970276,24,2001,5
0.30737295746803284,25,2001,5
0.3017160892486572,26,2001,5
0.29594510793685913,27,2001,6
0.28978294134140015,28,2001,6
0.28305602073669434,29,2001,6
0.2780550420284271,30,2001,6
0.2729901373386383,31,2001,6
0.26773807406425476,32,2001,7
0.26397016644477844,33,2001,7
0.2613670527935028,34,2001,7
0.25880753993988037,35,2001,7
0.25702589750289917,36,2001,8
0.25554797053337097,37,2001,8
0.2540702223777771,38,2001,8
0.2504907250404358,39,2001,8
0.2483203262090683,40,2001,8
0.2512357831001282,41,2001,9
0.2550772726535797,42,2001,9
0.25999507308006287,43,2001,9
0.2626550793647766,44,2001,9
0.26484236121177673,45,2001,10
0.26618194580078125,46,2001,10
0.26481661200523376,47,2001,10
0.2635246813297272,48,2001,10
0.2643175423145294,49,2001,10
0.26422151923179626,50,2001,11
0.2619071304798126,51,2001,11
0.2585597038269043,52,2001,11
0.2583722770214081,1,2002,0
0.2601923942565918,2,2002,0
0.26198482513427734,3,2002,0
0.2648283839225769,4,2002,0
0.2706838846206665,5,2002,1
0.27816006541252136,6,2002,1
0.2802552580833435,7,2002,1
0.2797839939594269,8,2002,1
0.28376156091690063,9,2002,2
0.2914954125881195,10,2002,2
0.29743891954421997,11,2002,2
0.3042747378349304,12,2002,2
0.313100665807724,13,2002,2
0.3251904547214508,14,2002,3
0.332227885723114,15,2002,3
0.3387402594089508,16,2002,3
0.34211716055870056,17,2002,3
0.3470756709575653,18,2002,4
0.3477156162261963,19,2002,4
0.3428856134414673,20,2002,4
0.3362206518650055,21,2002,4
0.3313460350036621,22,2002,4
0.3243543207645416,23,2002,5
0.31400200724601746,24,2002,5
0.3047543466091156,25,2002,5
0.2993681728839874,26,2002,5
0.293308287858963,27,2002,6
0.2865307927131653,28,2002,6
0.28188571333885193,29,2002,6
0.2768350839614868,30,2002,6
0.2704022228717804,31,2002,6
0.2641827166080475,32,2002,7
0.26041004061698914,33,2002,7
0.257050484418869,34,2002,7
0.25566962361335754,35,2002,7
0.2535649836063385,36,2002,8
0.2531203031539917,37,2002,8
0.25272083282470703,38,2002,8
0.2527003586292267,39,2002,8
0.2514837980270386,40,2002,8
0.254153847694397,41,2002,9
0.2554110884666443,42,2002,9
0.2536482810974121,43,2002,9
0.24769841134548187,44,2002,9
0.2423451989889145,45,2002,10
0.23619531095027924,46,2002,10
0.2313268780708313,47,2002,10
0.22930485010147095,48,2002,10
0.22921358048915863,49,2002,10
0.22994908690452576,50,2002,11
0.2324826866388321,51,2002,11
0.23882773518562317,52,2002,11
0.3158890902996063,17,1999,3
0.31776389479637146,18,1999,4
0.32007938623428345,19,1999,4
0.3220408856868744,20,1999,4
0.32535576820373535,21,1999,4
0.3249320387840271,22,1999,4
0.32178542017936707,23,1999,5
0.3159298300743103,24,1999,5
0.3102262020111084,25,1999,5
0.3036932349205017,26,1999,5
0.2968398630619049,27,1999,6
0.2887463867664337,28,1999,6
0.28023087978363037,29,1999,6
0.2744213044643402,30,1999,6
0.26911506056785583,31,1999,6
0.2652823030948639,32,1999,7
0.2626727223396301,33,1999,7
0.2581435739994049,34,1999,7
0.2517477571964264,35,1999,7
0.24479393661022186,36,1999,8
0.23986905813217163,37,1999,8
0.23702472448349,38,1999,8
0.231894388794899,39,1999,8
0.22490015625953674,40,1999,8
0.21864792704582214,41,1999,9
0.21299858391284943,42,1999,9
0.21156048774719238,43,1999,9
0.2104172259569168,44,1999,9
0.2107985019683838,45,1999,10
0.21177731454372406,46,1999,10
0.20947787165641785,47,1999,10
0.20321336388587952,48,1999,10
0.19916103780269623,49,1999,10
0.1983591616153717,50,1999,11
0.20169508457183838,51,1999,11
0.20552626252174377,52,1999,11
0.21307669579982758,1,2000,0
0.22199034690856934,2,2000,0
0.2315307855606079,3,2000,0
